회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
오비이랩,"마감일
상시",System Engineer,devops/시스템 엔지니어,"• 전기/전자, 의용공학, IT 전공자
• 석사 졸업 이상(필수)","• 박사 졸업 이상
• Matlab 가능자
• Pads 를 활용한 생체 신호 측정 회로 설계 경험 (EEG,ECG 등)
• STM 계열을 활용한 MCU 구동 로직 개발 경험","경력
신입~5년","Python
MATLAB
MCU
Pads",https://www.jumpit.co.kr/position/16940,"• 시차출퇴근제 시행(08:00~10:30 출근)
• 매월 마지막주 금요일 4시 퇴근
• 항상 열린 Incentive Trip 기회
• 종합건강검진 제공
• 업무관련 교육 및 도서 구매 지원
• 5년 근무 시 휴가 및 100만원 지원
• 명절(설,추석) 선물 지급
• 매월 팀 회식비 지원
• 매년 복지포인트 지급
• 동호회 지원비 지급
• 임직원 전자도서관 운영"
엔디소프트,"근무지역
부산시 해운대구 우동 센텀중앙로48 에이스하이테크1212 또는 서울 강남 지사 근무 (구직자 선택사항)
지도보기·주소복사","System, Network (시스템 또는 네트워크 관리자) 부문",devops/시스템 엔지니어,"• 시스템 관리자 부문
- 시스템 관리 (Linux, Ubuntu 관리,운영 경력자)

• 네트워크 관리자 부문
- 네트워크 관리 (Cisco, Juniper Router, Switch 운용 경력자)

• 근무지: 부산시 해운대구 / 서울 강남 근무 (구직자 선택사항)","• 시스템 관리자 부문
- Ubuntu 관리, 운영 경력자
- 운용체제 아키텍쳐 이해 가능자

• 네트워크 관리자 부문
- Cisco,Juniper Router,Switch 운용 경력자
- 네트워크 이론에 능통한 자

공통 우대사항
- 영어가능자 (독해)
- 대용량 실시간 데이터 파이프라인 설계 및 구축 경험이 있으신 분 
- 커머스 데이터 기반 AI 모델 서빙 상용화 경험
- 통계학,수학,산업공학등 관련 전공자
- 상기 1개 항목 가능자 우대","경력
경력 2~9년","Linux
Ubuntu
Cisco
Switch
Router
Network",https://www.jumpit.co.kr/position/2410,"• 짧은 근무시간 1일 360분, 주5일 근무
• 매년 해외 워크샵 전액 지원 (현재까지 갔던 곳 하와이, 필리핀, 괌, 동남아 외 다수, 한국에서 비행거리 6시간 안쪽으로만 가는듯...)
• 서적 및 자기개발비 지원
• 노동법 매우 확실히 아주 정확히 준수 (연차 반차 자유 사용, 빨간날 다쉼, 간헐적으로 대표가 평일도 쉬게 해줌)"
비스텔리젼스,"마감일
상시",R&E Stream Developer,devops/시스템 엔지니어,"• 2년 이상의 Spring Boot 경력 또는 그에 준하는 경험자
• 1년 이상의 Kafka Stream 경력 또는 그에 준하는 경험자
• Cloud, On-Perm 환경에서의 Docker, K8s 기반 운영, 배포 경험자
• RDBMS와 SQL에 대한 기본적인 사용경험과 이해도를 가지고 있으신 분
• 포지션을 넘어 비즈니스 동료, 파트너로서 비즈니스 도메인에 대한 깊은 이해를 추구하시는 분
• 서비스 크래시가 나지 않도록 안정적인 서비스 개발을 지향하시는 분","• Go, Python 언어 가능자
• K8s 기반의 대규모 docker 환경 오케스트레이션 경험자","경력
경력 2~10년","Stream
Spring Boot
Kafka Streams
Docker
K8S
SQL
Go
Python",https://www.jumpit.co.kr/position/16279,"• 수평적 조직문화 (영어호칭, 님/닉네임 문화)
• 자유로운 분위기 (복장 자유, 유연근무제/재택근무, 눈치보지 않는 연차)
• 건강한 조직문화 (종합검진, 백신휴가 지원)
• 경조사 지원 (결혼, 출산, 돌, 자녀수능격려, 회갑/칠순, 상 지원 등)
• 선택적 복지제도 (매월 5만원, 개인건강 및 자기개발 지원)
• 장기근속포상 (포상휴가 및 포상금, 최대 500만원/7일)
• 사업부포상 (매월 우수사원 포상)
• 리프레쉬 휴가 (생일/기념일 특별휴가, 프로젝트 종료휴가)
• 사내 동호회
• 그외 지원사항
　- 퇴직연금, Onsite 수당, 출장수당, 직책수당, 4대보험, 명절선물/귀향비
　- 직무능력향상교육, 리더쉽 강화교육
　- 회의실, 전용사옥, 노트북, 사원증, 사무용품, 웰컴키트 지급
　- 출산전후휴가, 육아휴직 지원 등"
펜타시큐리티시스템,"마감일
상시",웹보안 네트워크 플랫폼 개발자,devops/시스템 엔지니어,"• Linux kernel 및 C 개발 경력 3년 이상
• TCP/IP 기반 지식 보유
• Linux 환경 개발 경험 보유","• gdb/crash 디버깅 가능한 분
• Git을 이용한 형상관리 및 코드 리뷰 경험이 있는 분
• 멀티코어 및 멀티프로세서 환경 개발 경험이 있는 분
• 오픈소스 프로젝트 참가 경험이 있는 분
• 관련 분야의 업무 경험이 있는 분","경력
경력 5~20년","C
C++
Python
Shell
TCP/IP
Network
Firewall
Linux",https://www.jumpit.co.kr/position/14136,"[근무환경]
• 맥북, 노트북, 모니터등 고사양 IT장비 환경 지원
• 다양한 커뮤니케이션 도구 지원(Slack, Notion, Trello 등)
• 유연근무제 (8:00 ~ 10:00 자율출근)
• 수평적, 개발 친화적 조직 문화 지향

[혜택 및 복지]
• 사내 스터디 지원
• 자기개발지원 제도 운영(취미활동, 학습, 독서, 운동 기구 구입 등 지원)
• 장기 휴가 권장 및 여행비 지급(연 50만원)
• 편안한 휴게 공간 지원 (한강뷰, 안마 의자, 커피머신, 제빙기, 토스트기)
• 인근역(여의도역/국회의사당역/대방역) 셔틀 운영
• 장기 근속 포상 지원(5년, 10년, 20년)
• 중소기업 소득세 감면 제도(5년, 90%)
• 소노호텔&리조트 전지역 사용 가능"
파토스,"마감일
상시",시스템엔지니어 (서버운영/관리자),devops/시스템 엔지니어,"• Linux 서버 운영 경험이 있으신 분
• Nginx, Apache, Docker 운영 경험이 있으신 분
• CI / CD 서버 구축 경험이 있으신 분
• MS Azure 에 대한 경험이 있으신 분",• 대용량 데이터 처리를 위한 시스템 운영에 관심이 있으신 분,"경력
경력 1~4년","Linux
AZURE
NGINX
Docker
Apache Tomcat",https://www.jumpit.co.kr/position/3850,"• 자유복장, 자유로운 연차사용 편안하게 일할 수 있는 환경을 제공합니다!
• 당이 떨어질 때를 대비한 간식들이 무료로 제공됩니다.
• 회의실, 노트북 지급 및 월 자기계발비를 지원합니다."
위메이드,"마감일
2023-07-31",SE (System Engineer),devops/시스템 엔지니어,"• 경력 5-10년차
• 네트워크 (B.B / L3 / SW) 설정 가능자
• AD 운영 관리 경험자
• 클라우드(Azure / AWS / GCP) 구축 가능자",-,"경력
경력 5~10년","aws
azure
sw
gcp
network
l3",https://www.jumpit.co.kr/position/15531,"• 배려와 존중으로 함께 일하는 최고의 팀 동료들이 있어요 
• 취향에 따라, 기분에 따라 마음에 드는 메뉴를 선택하실 수 있도록 식사포인트를 지원해 드려요
• 최상의 원두와 전문 바리스타가 있는 카페테리아에서 언제든 커피 혹은 음료는 무료로 마음껏 드세요
• 수면실, 샤워룸, 수유실, 스포츠센터 등 위메이드인들을 위한 다양한 편의시설도 있어요
• 연간 200만원 지급되는 복지포인트로 다양한 문화 혹은 취미 생활 누리세요
• 일과 생활의 균형을 위해 자유롭게 연차를 사용하세요
• 다양한 경조사에 대한 경조 지원금, 유급휴가를 지원해 드려요
• 단체보험가입, 종합건강검진, 독감예방접종 지원받으시고 건강도 챙기면서 일해요
• 가족의 종합건강검진도 함께 챙겨요
• 자녀의 진학에 부담갖지 않으시길 바라며 입학축하금 및 대학교 학자금을 지원해 드려요
• 열일 후 달콤한 휴식을 위해 레지던스 및 리조트회원권을 준비했어요
• 위메이드에서 오래도록 기여해주신 장기근속 위메이드인에게는 포상금을 지급해요"
오픈소스컨설팅,"마감일
상시",Private Cloud 엔지니어,devops/시스템 엔지니어,"• 3년 이상의 Private 클라우드 시스템 아키텍처 설계 및 구축 경력 보유
• 가상화 기술에 대한 이해와 경험
• 오픈스택 설계, 구축 및 운영에 대한 경험
• 쿠버네티스 설계, 구축 및 운영에 대한 경험
• Private 클라우드 시스템 장애처리 및 유지보수 경험
• 커뮤니케이션 능력 및 팀워크 능력","• CI/CD 파이프라인 구축 및 운영 경험
• Ubuntu, CentOS, RHEL 등 리눅스 OS 다양한 경험
• 오픈스택, 쿠버네티스, 도커 등 오픈소스 기반 가상화 기술에 대한 경험
• 오픈소스 프로젝트 참여 또는 기여 경험
• 오픈소스 커뮤니티 활동 경험","경력
경력 3~15년","Linux
Azure Container Service
Kubernetes
Network
L2
L3",https://www.jumpit.co.kr/position/6401,"오픈소스컨설팅은 구성원들의 건강하고 행복한 삶을 지향합니다.

• ""우리에게는 놀금이 있다"" : 격주 금요일 휴무
• ""월요병? 그게 뭐지?"" : 월요일 10시 출근
• ""풍요로운 워킹맘, 워킹파더"" : 육아포인트 월 20만원
• ""태어나줘서 고마워요."" : 생일 2시간 조기 퇴근제(본인/배우자)
• ""새로 합류한 당신을 진심으로 환영해요."" : 웰컴키트 제공
• ""열심히 일한 당신, 떠나라!"" : 야간/주말 근무 시 대체휴가
• ""먹방, 여행까지 내 맘대로"" : 연간 360만원 복지포인트
• ""통신비, 걱정말아요!"" : 전 직원 휴대폰 사용료 지원(월 7만원)
• ""맥북도 다 된다그램!"" : 350만원 한도 노트북 선택 구매(개발/엔지니어 경력직 기준)
• ""369안식휴가"" : 3년마다 휴가 및 포상금
• ""당신의 건강한 올해를 위해"" : 연 1회 전 직원 종합건강검진 지원
• ""직원은 회사가 지킨닷"" : 기업보험(상해/재해)가입
• ""건강은 소중하니까!"" : 매일 다른 메뉴로 아침식사 제공
• ""피곤한 '몸'에는 이'친구'가 제격"" : 안마의자
• ""읽고싶은 책은 마음껏 신청해봐"" : 도서비 지원(기술)
• ""당 떨어질 땐 주전부리"" : 커피, 견과류, 스낵 제공
• ""모두의 돌잔치"" : 입사 1주년 기념 휴가 및 상품권
• ""업무 스킬 레벨업"" : 직무 관련 교육비 지원
• ""출근 시간 내가 정해요"" : 시차 출퇴근제 운영(8~10시)
• ""시간이 소중한 당신을 위해"" : 2시간 단위 휴가 사용
• ""열심히 일한 당신 떠나라"" : 리조트 법인 회원가 이용"
이랜드이노플,"마감일
상시",시스템 엔지니어 (인프라),devops/시스템 엔지니어,"• Windows 및 Linux 서버 관리 2년 이상 경험자 
• 장애 발생 시 언제든지 긴급 대응에 임하실 수 있는 분","• 서버(Windows, Linux) 및 인프라 기획/ 구축 / 운영 경험 
• IDC 이관 경험 
• 가상화 아키텍쳐 구축 / 운영 경험 
• MS기반 솔루션(AD, Exchange, M365) 구축 / 운영 경험","경력
경력 2~10년","Windows Server
Windows
Linux",https://www.jumpit.co.kr/position/15664,"[근무환경]
• 시차 출퇴근제 운영
　- 7-10시 사이, 내가 가장 몰입할 수 있는 시간에 출근합니다.
• 직급 없는 ‘님’ 소통
• 사내 라운지 카페/스낵바 운영
　- 무료 커피와 저렴한 가격의 간식을 라운지에서 즐기며 쉬어갈 수 있습니다.
• 문화 행사
• 자율 근무복장

[소중한 날 지원]
• 생일반차
　- 생일 선물을 함께 드립니다.
• 이사휴가
• 학부모 특별휴가
　- 자녀의 입학식, 졸업식, 운동회가 있는 날, 가족분들과 행복한 시간을 보내세요.
• 경조휴가 및 경조금 지원

[일과 삶의 성장 지원]
• 도서구매, 온라인 강의 지원
　- 직무역량 향상을 위한 실물도서 구매 및 전자책 열람을 지원해드립니다.
• 사내 벤처 활성화&기술 동아리 운영
• 복지포인트 지급
• 이랜드그룹 계열사 할인 혜택 제공
　- 패션/유통/외식/호텔 등 다양한 그룹 계열사 할인 혜택 제공

[건강한 몸과 마음 지원]
• 연 1회 건강검진 지원
• 자유로이 이용 가능한 사내 상담실 운영
• 단체상해보험 지원
　- 예기치 못한 상황에서도 함께, 힘을 보태드립니다."
오케스트로,"마감일
상시",Full Stack Developer (System Integration),devops/시스템 엔지니어,"• Java/Spring Framework/Spring Boot를 사용한 개발 경험 및 지식 보유하신 분
• Vue.js/React.js를 사용한 개발 경험 및 지식 보유하신 분
• Git 협업 도구 사용 경험 및 지식 보유하신 분","• 프라이빗/퍼블릭 클라우드에 대한 경험 및 이해도가 있으신 분
• 업무 설계 경험이 있으신 분","경력
경력 2~10년","Java
Spring
Spring Framework
Spring Boot
Vue.js
React
Git",https://www.jumpit.co.kr/position/17429,"• 자율 출퇴근
매일 매일 편한 시간에 출근하세요(9~10) 
하루 8시간 열심히 근무하신다면 언제든지 퇴근 하셔도 괜찮아요

• 식비 지원
오케스트로는 점심 저녁 식대를 제공해드려요
매일 매일 맛있는 식사로 힐링해 보세요 

• 각종 휴가 지원 
눈치 보지 말고 자유롭게 신청하세요 (연차, 반차, 반반차 운영)
여름휴가(연차 외 최대 3일), 기념일 휴가(본인, 자녀 입학/졸업식 유급)를 제공해드려요

• 개인 장비 지급 (Mac Pro, 모니터 등)
빛나는 성과를 내는데 꼭 필요한 최고급 사양의 업무용 장비를 지원해드려요
필요한 장비, 필요한 소프트웨어는 언제든지 지원해드리니 부담 없이 요청해주세요

• 도서 구입비 지원
개인의 성장이 조직의 성장을 이끈다고 믿어요
새로이 발전하는 기술 트렌드를 익히고 발전시킬 수 있도록 교육비, 도서 구입비를 지원해드려요

• 결혼 장려금 / 출산 장려금 지원
개인의 생활과 직장이 조화를 이루도록 지원해드려요
일생에 가장 축하할 일인 결혼과 출산 장려금을 드려요 

• 자유로운 복장
개인의 개성과 스타일을 존중해요
편하게 입으시고, 눈치 보지 마세요

• 그 외
종합 건강검진, 생일 축하(선물 & 조기 퇴근), 명절 선물 등"
필라테크,"마감일
상시",네트워크 엔지니어 채용,devops/시스템 엔지니어,• 실 구축 경험 보유,"• 제조사 자격증 보유자 우대 (Cisco, Aruba)","경력
경력 3~10년","Network
Cisco",https://www.jumpit.co.kr/position/17187,"• 4대보험 
• 경조휴가 및 경조금 지원
• 퇴직연금 운영
• 업무관련 기술자격증 취득 비용 지원
• 직원대출 제도 운영(주택구매시, 퇴직금한도)
• 사내 사우외 운영
• 장기근속 포상금 지급"
